repo_name,issue_title,comment_user,comment_text,comment_datetime
comp-think/2022-2023,"Lecture ""Organising information: graphs"", exercise 2",alka2696,"```ruby
from networkx import DiGrapgh

my_graph = DiGrapgh()

my_graph.add_node(""Brad Pitt"")
my_graph.add_node(""Eva Green"")
my_graph.add_node(""George Clooney"")
my_graph.add_node(""Catherine Zeta-Jones"")
my_graph.add_node(""Johnny Depp"")
my_graph.add_node(""Helena Bonham Carter"")
my_graph.add_node(""Ocean's Twelve"")
my_graph.add_node(""Fight Club"")
my_graph.add_node(""Dark Shadows"")

my_graph.add_edge(""Brad Pitt"", ""Ocean's Twelve"")
my_graph.add_edge(""George Clooney"", ""Ocean's Twelve"")
my_graph.add_edge(""Catherine Zeta-Jones"", ""Ocean's Twelve"")

my_graph.add_edge(""Brad Pitt"", ""Fight Club"")
my_graph.add_edge(""Helena Bonham Carter"", ""Fight Club"")

my_graph.add_edge(""Helena Bonham Carter"", ""Dark Shadows"")
my_graph.add_edge(""Johnny Depp"", ""Dark Shadows"")
my_graph.add_edge(""Eva Green"", ""Dark Shadows"")

```",2022-12-19T13:21:51+00:00
comp-think/2022-2023,"Lecture ""Organising information: graphs"", exercise 2",EricaAndreose,"```ruby
from networkx import DiGraph

movie_graph = DiGraph()

movie_graph.add_node(""Brad Pitt"")
movie_graph.add_node(""Eva Green"")
movie_graph.add_node(""George Clooney"")
movie_graph.add_node(""Catherine Zeta-Jones"")
movie_graph.add_node(""Johnny Depp"")
movie_graph.add_node(""Helena Bonham Carter"")
movie_graph.add_node(""Ocean's Twelve"")
movie_graph.add_node(""Fight Club"")
movie_graph.add_node(""Dark Shadows"")

movie_graph.add_edge(""George Clooney"", ""Ocean's Twelve"")
movie_graph.add_edge(""Brad Pitt"", ""Ocean's Twelve"")
movie_graph.add_edge(""Catherine Zeta-Jones"", ""Ocean's Twelve"")
movie_graph.add_edge(""Brad Pitt"", ""Fight Club"")
movie_graph.add_edge(""Helena Bonham Carter"", ""Fight Club"")
movie_graph.add_edge(""Johnny Depp"", ""Dark Shadows"")
movie_graph.add_edge(""Helena Bonham Carter"", ""Dark Shadows"")
movie_graph.add_edge(""Eva Green"", ""Dark Shadows"")
```

I've also tried to visualize it using matplotlib and this is the result:
![Figure_1](https://user-images.githubusercontent.com/83347847/208760784-e4023081-89c3-44da-b6c8-4deb0fa6a3d0.png)

",2022-12-20T20:31:41+00:00
comp-think/2022-2023,"Lecture ""Organising information: graphs"", exercise 1",alka2696,"```ruby
from networkx import Graph

my_graph = Graph()

my_graph.add_node(""Tim Berners-Lee"")
my_graph.add_node(""Tom Heath"")
my_graph.add_node(""Christian Bizer"")
my_graph.add_node(""Sören Auer"")
my_graph.add_node(""Lalana Kagal"")
my_graph.add_node(""James A. Hendler"")

my_graph.add_edge(""Tim Berners-Lee"", ""Tom Heath"", weight=18)
my_graph.add_edge(""Tim Berners-Lee"", ""Christian Bizer"", weight=18)
my_graph.add_edge(""Tim Berners-Lee"", ""Sören Auer"", weight=10)
my_graph.add_edge(""Tim Berners-Lee"", ""Lalana Kagal"", weight=9)
my_graph.add_edge(""Tim Berners-Lee"", ""James A. Hendler"", weight=8)
```",2022-12-19T13:02:57+00:00
comp-think/2022-2023,"Lecture ""Organising information: graphs"", exercise 1",EricaAndreose,"```ruby
from networkx import Graph

Tim_Berners_Lee_Graph = Graph()

Tim_Berners_Lee_Graph.add_node(""Tim Berners Lee"")
Tim_Berners_Lee_Graph.add_node(""Tom Heath"")
Tim_Berners_Lee_Graph.add_node(""Christian Bizer"")
Tim_Berners_Lee_Graph.add_node(""Sören Auer"")
Tim_Berners_Lee_Graph.add_node(""Lalana Kagal"")
Tim_Berners_Lee_Graph.add_node(""James A. Hendler"")

Tim_Berners_Lee_Graph.add_edge(""Tim Berners Lee"", ""Tom Heat"", weight= 18)
Tim_Berners_Lee_Graph.add_edge(""Tim Berners Lee"", ""Christian Bizer"", weight= 18)
Tim_Berners_Lee_Graph.add_edge(""Tim Berners Lee"", ""Sören Auer"", weight= 10)
Tim_Berners_Lee_Graph.add_edge(""Tim Berners Lee"", ""Lalana Kagal"", weight= 9)
Tim_Berners_Lee_Graph.add_edge(""Tim Berners Lee"", ""James A. Hendler"", weight= 8)
```",2022-12-20T19:22:20+00:00
comp-think/2022-2023,"Lecture ""Organising information: trees"", exercise 2",ranacoskun,"```python
def test_breadth_first_visit(root_node, expected):
    if expected == breadth_first_visit(root_node):
        return True
    else:
        return False
        
def breadth_first_visit(root_node):
    output_list = []
    queue = []
    queue.append(root_node)
    
    while queue != []:
        output_list.append(queue[0])
        queue.extend(queue[0].children)
        queue.pop(0)
    return output_list

elizabeth = Node(""elizabeth"")
charles = Node(""charles"", elizabeth)
anne = Node(""anne"", elizabeth)
william = Node(""william"", charles)
harry = Node(""harry"", charles)
george = Node(""george"", william)
charlotte = Node(""charlotte"", william)
louis = Node(""louis"", william)
archie = Node(""archie"", harry)

royals = [elizabeth,charles,anne,william,harry,george,charlotte,louis,archie]
print(test_breadth_first_visit(elizabeth, royals))
```",2022-12-14T00:24:06+00:00
comp-think/2022-2023,"Lecture ""Organising information: trees"", exercise 2",n1kg0r,"```

from anytree import Node
from collections import deque


def test_breadth_first_visit(root_node, expected):
    return expected == breadth_first_visit(root_node)


def breadth_first_visit(root_node):
    result = list()
    
    if root_node is None:
        return 
    q = deque()
    q.append(root_node)

    while(len(q)):
        node = q.popleft()
        result.append(node)

        for child_node in node.children:
            q.append(child_node)

    return result


# Tests
book = Node(""book"")
chapter_1 = Node(""chapter1"", book)
chapter_2 = Node(""chapter2"", book)
paragraph_1 = Node(""paragraph1"", chapter_1)
text_1 = Node(""text1"", paragraph_1)
quotation_1 = Node(""quotation1"", paragraph_1)
text_2 = Node(""text2"", quotation_1)
text_3 = Node(""text3"", paragraph_1)
quotation_2 = Node(""quotation2"", paragraph_1)
text_4 = Node(""text4"", quotation_2)
paragraph_2 = Node(""paragraph2"", chapter_1)
text_5 = Node(""text5"", paragraph_2)
paragraph_3 = Node(""paragraph3"", chapter_1)
text_6 = Node(""text6"", paragraph_3)
text_7 = Node(""text7"", chapter_2)
text_8 = Node(""text8"", book)
bfv = [book,
       chapter_1, chapter_2, text_8,
       paragraph_1, paragraph_2, paragraph_3, text_7,
       text_1, quotation_1, text_3, quotation_2, text_5, text_6,
       text_2, text_4]

bfv_from_chapter_1 = [chapter_1, paragraph_1, paragraph_2, paragraph_3, text_1, quotation_1, text_3, quotation_2, text_5, text_6, text_2, text_4]


print(test_breadth_first_visit(book, bfv))
print(test_breadth_first_visit(chapter_1, bfv_from_chapter_1))

```",2022-12-16T16:36:09+00:00
comp-think/2022-2023,"Lecture ""Organising information: trees"", exercise 1",delete4ever,"```python
from anytree import Node
book = Node(""book"")
chapter_1 = Node(""chapter"", book)
chapter_2 = Node(""chapter"", book)
paragraph_1 = Node(""paragraph"", chapter_1)
text_1 = Node(""text_1"", paragraph_1)
quotation_1 = Node(""quotation"", paragraph_1)
text_2 = Node(""text_2"", quotation_1)
text_3 = Node(""text_3"", paragraph_1)
quotation_2 = Node(""quotation"", paragraph_1)
text_4 = Node(""text_4"", quotation_2)
paragraph_2 = Node(""paragraph"", chapter_1)
text_5 = Node(""text_5"", paragraph_2)
paragraph_3 = Node(""paragraph"", chapter_1)
text_6 = Node(""text_6"", paragraph_3)
text_7 = Node(""text_7"", chapter_2)
text_8 = Node(""text_8"", book)

def test_dfv(root_node, expected):
    if breadth_first_visit(root_node) == expected:
        return True
    else:
        return False

def breadth_first_visit(root_node):
    result = list()
    h = root_node.height
    for i in range(1, h+2):
        indegree(root_node, i, result)
    return result
def indegree(root_node, level, result):
    if level == 1:
        result.append(root_node)
    else:
        for child in root_node.children:
            indegree(child, level - 1, result)     

print(test_dfv(book, [book, chapter_1, chapter_2, text_8, paragraph_1,
paragraph_2, paragraph_3, text_7, text_1, quotation_1, text_3,
quotation_2, text_5, text_6, text_2, text_4])) #True
```",2022-12-13T20:08:59+00:00
comp-think/2022-2023,"Lecture ""Organising information: trees"", exercise 1",n1kg0r,"```
from anytree import Node


# Test case for the function
def test_breadth_first_visit(root_node, expected):
    result = breadth_first_visit(root_node)
    if expected == result:
        return True
    else:
        return False


def breadth_first_visit(root):
    h = root.height
    result = list()
    for i in range(0, h+1):
        append_nodes_of_ith_level(root, i, result)
    print(result)
    return result


def append_nodes_of_ith_level(root, level, l):
    if root is None:
        return
    if level == 0:
        l.append(root)
    elif level > 0:
        for child_node in root.children:
            append_nodes_of_ith_level(child_node, level-1, l)
 

# Tests
book = Node(""book"")
chapter_1 = Node(""chapter1"", book)
chapter_2 = Node(""chapter2"", book)
paragraph_1 = Node(""paragraph1"", chapter_1)
text_1 = Node(""text1"", paragraph_1)
quotation_1 = Node(""quotation1"", paragraph_1)
text_2 = Node(""text2"", quotation_1)
text_3 = Node(""text3"", paragraph_1)
quotation_2 = Node(""quotation2"", paragraph_1)
text_4 = Node(""text4"", quotation_2)
paragraph_2 = Node(""paragraph2"", chapter_1)
text_5 = Node(""text5"", paragraph_2)
paragraph_3 = Node(""paragraph3"", chapter_1)
text_6 = Node(""text6"", paragraph_3)
text_7 = Node(""text7"", chapter_2)
text_8 = Node(""text8"", book)
bfv = [book,
       chapter_1, chapter_2, text_8,
       paragraph_1, paragraph_2, paragraph_3, text_7,
       text_1, quotation_1, text_3, quotation_2, text_5, text_6,
       text_2, text_4]
bfv_from_chapter_2 = [chapter_1, paragraph_1, paragraph_2, paragraph_3, text_1, quotation_1, text_3, quotation_2, text_5, text_6, text_2, text_4]


print(test_breadth_first_visit(book, bfv))
print(test_breadth_first_visit(chapter_1, bfv_from_chapter_2))

```",2022-12-16T16:24:04+00:00
comp-think/2022-2023,"Lecture ""Organising information: trees"", exercise 1",n1kg0r,"@essepuntato Professor, the function in the solutions seems to fail on non-root inputs

*in case it was supposed to work with such inputs

```
bfv_from_chapter_2 = [chapter_1, paragraph_1, paragraph_2, paragraph_3, text_1, quotation_1, text_3, quotation_2, text_5, text_6, text_2, text_4]
print(test_breadth_first_visit(chapter_1, bfv_from_chapter_2))

#   File ""/Users/nikolay/UNIBO/comp-think/homework/hw1612 copy.py"", line 23, in breadth_first_visit
#     queue.extend(root_node.children)
# AttributeError: 'str' object has no attribute 'extend'
```",2022-12-16T16:34:33+00:00
comp-think/2022-2023,"Lecture ""Organising information: trees"", exercise 1",essepuntato,"Hi @n1kg0r,

Indeed, it is not supposed to work on non-root if they are used in the first call. This is because of the following line of code:

```
if len(root_node.ancestors) == 0:  # It is the first call
        root_node.parent = Node(deque())
```

If you start from a non-root node, this won't be executed, returning an error in the following pieces of code. Anyway, some of the solutions you have proposed here try to address this limitation, indeed!",2022-12-19T06:58:47+00:00
