repo_name,issue_title,comment_user,comment_text,comment_datetime
comp-think/2023-2024,Exercise 6: Find the Maximum Element in a List,valetedd,"```
def find_max_element(number_list):
    if len(number_list) == 1:
        return number_list[0]
    if len(number_list) == 2:
        if number_list[0] >= number_list[1]:
            return number_list[0]
        else:
            return number_list[1]
    else:
        mid_pos = len(number_list) // 2
        if find_max_element(number_list[0:mid_pos]) >= find_max_element(number_list[mid_pos:len(number_list)]):
            return find_max_element(number_list[0:mid_pos])
        else:
            return find_max_element(number_list[mid_pos:len(number_list)])
```",2023-12-27T19:30:43+00:00
comp-think/2023-2024,Exercise 4: Multiply List Elements,Pepe066,"```
def multiply_elements(number_list):
    mid = len(number_list) // 2
    if len(number_list) == 1:
        return number_list[0]
    else:
        return  multiply_elements(number_list[0:mid]) * multiply_elements(number_list[mid:len(number_list)])

print(multiply_elements([5,5,6]))
```",2023-12-19T17:25:59+00:00
comp-think/2023-2024,Exercise 4: Multiply List Elements,MariaFrancesca6,"```py
def multiply_elements(number_list):
    if len(number_list) == 1:
        return number_list[0]
    else: 
        mid = len(number_list) //2
        first_part = number_list[0:mid]
        second_part = number_list[mid:len(number_list)]
        return multiply_elements(first_part) * multiply_elements(second_part)
        
number_list = [1,2,3]
print(multiply_elements(number_list))
```",2023-12-19T17:36:03+00:00
comp-think/2023-2024,Exercise 4: Multiply List Elements,enricabruno,"``` py
def multiply_elements(number_list):
    result = list()
    mid = len(number_list) // 2
    if len(number_list) ==1:
        return number_list[0]
    else:
        left_part = number_list[0:mid]
        right_part = number_list[mid:]

        return multiply_elements(left_part) * multiply_elements(right_part)


print(multiply_elements([0, 3, 4, 6, 7]))
```",2023-12-19T17:51:07+00:00
comp-think/2023-2024,Exercise 4: Multiply List Elements,valetedd,"```
def multiply_elements(number_list):
    if 0 in number_list:
        return 0
    if len(number_list) == 1:
        return number_list[0]
    elif len(number_list) == 2:
        return number_list[0] * number_list[1]
    else:
        mid_pos = len(number_list) // 2
        return multiply_elements(number_list[0:mid_pos]) * multiply_elements(number_list[mid_pos:len(number_list)])
```",2023-12-27T17:47:38+00:00
comp-think/2023-2024,"Lecture ""Greedy algorithms"", exercise 2",Liber-R,"![Screenshot 2023-12-19 123848](https://github.com/comp-think/2023-2024/assets/132198967/486c47e7-d947-4e21-af54-71ed07751d80)

",2023-12-19T11:38:06+00:00
comp-think/2023-2024,"Lecture ""Greedy algorithms"", exercise 2",frammenti,"```python
def test_select_activities(set_of_activities, expected):
    return select_activities(set_of_activities) == expected

def select_activities(set_of_activities):
    most_productive = []
    sorted_activites = sorted(list(set_of_activities), key=lambda tup: tup[1])
    while sorted_activites:
        activity = sorted_activites.pop(0)
        if not most_productive:
            most_productive.append(activity)
        elif activity[0] > most_productive[-1][1]:
            most_productive.append(activity)
    return most_productive

activities = {(7, 8), (5, 8), (9, 11), (8, 10), (13, 15), (16, 18), (15, 18)}
activites2 = {(6, 7), (7, 9), (9, 11), (11, 13), (13, 15), (15, 18), (18, 20)}


print(test_select_activities(activities, [(5, 8), (9, 11), (13, 15), (16, 18)]))
print(test_select_activities(activites2, [(6, 7), (9, 11), (13, 15), (18, 20)]))
```",2023-12-19T13:18:45+00:00
comp-think/2023-2024,"Lecture ""Greedy algorithms"", exercise 1",Liber-R,"![Screenshot 2023-12-19 111314](https://github.com/comp-think/2023-2024/assets/132198967/b2f0971a-8ef9-428d-a4a7-bd48d17252c0)
![Screenshot 2023-12-19 111327](https://github.com/comp-think/2023-2024/assets/132198967/19bc5a6d-0e72-41bc-9393-d300c56ee68f)
",2023-12-19T10:33:09+00:00
comp-think/2023-2024,"Lecture ""Greedy algorithms"", exercise 1",vattelalberto,"```python
def test_calc_change(price, cash, expected):
    result = calc_change(price, cash)
    if result == expected:
        return True
    else:
        return False

def calc_change(price, cash):
    if cash < price:
        return None
    tot_change = cash - price
    change = dict()
    for coin in [2, 1, 0.5, 0.2, 0.1, 0.05, 0.02, 0.01]:
        number_of_coins = tot_change // coin
        if number_of_coins > 0:
            change[coin] = number_of_coins
            tot_change -= coin * number_of_coins
    
    return change

print(test_calc_change(7.34, 10, {2:1, 0.5:1, 0.1:1, 0.05:1, 0.01:1}))
print(test_calc_change(1.11, 10, {2:4, 0.5:1, 0.2:1, 0.1:1, 0.05:1, 0.02:2}))
print(test_calc_change(10, 10, {}))
print(test_calc_change(10, 5, None))
print(test_calc_change(0, 0, {}))
print(test_calc_change(0.01, 10, {2:4, 1:1, 0.5:1, 0.2:2, 0.05:1, 0.02:2}))
```",2023-12-19T11:24:11+00:00
comp-think/2023-2024,"Lecture ""Greedy algorithms"", exercise 1",MariaFrancesca6,"```py
def test_greedy_algo(my_coins,change,expected):
    result = greedy_algo(my_coins,change)
    if result == expected:
        return True
    else: 
        return False

def greedy_algo(my_coins,change):
    result = list()
    pos = 0
    for coin in my_coins: 
        
        if coin <= change:
            result.append(coin)
            change = change - coin
            if change >= coin:
                result.append(coin)
                change = change - coin
        else:
            coin > change
            pos += 1

    return result
    
my_coins = [2,1,0.50,0.20,0.10,0.05,0.02,0.01]
print(test_greedy_algo(my_coins,4.62,[2,2,0.5,0.1,0.02]))
print(test_greedy_algo(my_coins,5,[2,2,1]))
```",2023-12-19T11:58:21+00:00
comp-think/2023-2024,"Lecture ""Greedy algorithms"", exercise 1",valetedd,"```
def opt_change(change, coin_list):
    result = list()
    index = 0
    while change > 0 and index < len(coin_list):
        current_coin = coin_list[index]
        if round(change - current_coin, 2) >= 0:
            result.append(current_coin)
            change -= current_coin
        else:
            index += 1
    return result

def test_opt_change(change, coin_list, expected):
    result = opt_change(change, coin_list)
    print(result)
    if expected == result:
        return True 
    else:
        return False

coins = [2.00, 1.00, 0.50, 0.20, 0.10, 0.05, 0.02, 0.01]

print(test_opt_change(5.83, coins, [2.00, 2.00, 1.00, 0.50, 0.20, 0.10, 0.02, 0.01]))
print(test_opt_change(2.57, coins, [2.00, 0.50, 0.05, 0.02]))
print(test_opt_change(3.48, coins, [2.00, 1.00, 0.20, 0.20, 0.05, 0.02, 0.01]))
print(test_opt_change(1.74, coins, [1.00, 0.50, 0.20,0.02, 0.02]))
print(test_opt_change(9.55, coins, [2.00, 2.00, 2.00, 2.00, 1.00, 0.50, 0.05]))
```",2023-12-19T12:07:41+00:00
comp-think/2023-2024,"Lecture ""Greedy algorithms"", exercise 1",enricabruno,"``` py
# test function
def test_your_change(coins_list, change, expected):
    result = your_change(coins_list, change)
    if result == expected:
        return True
    else:
        return False

# function
def your_change(coins_list, change):
    result = []
    position = 0
    for i in coins_list:
        if i == change:
            result.append(i) 
            return result
        elif i < change:
            result.append(i)
            change = change - i
            if change >= i:
                result.append(i)
                change = change - i
            else:
                new_position = position + 1
    
    return result

print(test_your_change([2, 1, 0.5, 0.2, 0.1, 0.05, 0.02, 0.01], 2,[2]))
print(test_your_change([2, 1, 0.5, 0.2, 0.1, 0.05, 0.02, 0.01], 7,[2,2,1,1,0.5,0.5]))
print(test_your_change([2, 1, 0.5, 0.2, 0.1, 0.05, 0.02, 0.01], 11.3,[2,2,1,1,0.5,0.5,0.2,0.2,0.1,0.1,0.05,0.05,0.02,0.02,0.01,0.01]))
```",2023-12-20T09:14:06+00:00
