repo_name,issue_title,comment_user,comment_text,comment_datetime
comp-think/2019-2020,"Lecture ""Greedy algorithms"", exercise 2",sntcristian,"```ruby
def test_select_activities(set_of_activities, expected):
    result = select_activity(set_of_activities)
    if expected == len(result):
        bool_result = True
        for idx, activity in enumerate(result):
            if idx > 0:
                bool_result = bool_result and (activity[0] >= result[idx - 1][1])

        return bool_result
    else:
        return False

def select_activity(set_of_activities):
    start = 0
    end = 24
    result = []
    prev_len = len(result)
    for hour in range(start+1, end+1):
        if len(set_of_activities) == 0:
            return result
        else:
            for activity in set_of_activities:
                if activity[0] >= start and activity[1] <= hour:
                    result.append(activity)
                    start = activity[1]
                    break
            if len(result) > prev_len:
                prev_len = len(result)
                set_of_activities.remove(result[-1])
    return result
    
activities_1 = set()
activities_1.add((0, 3))
activities_1.add((4, 7))
activities_1.add((2, 12))
activities_1.add((7, 8))
activities_1.add((10, 13))
activities_1.add((12, 20))
activities_1.add((14, 17))
activities_1.add((16, 19))
activities_1.add((17, 24))
activities_1.add((21, 23))

print(test_select_activities(activities_1, 6))
print(test_select_activities(set(), 0))
",2020-01-05T14:20:55+00:00
comp-think/2019-2020,"Lecture ""Greedy algorithms"", exercise 1",sntcristian,"``` ruby
def test_do_coins(amount, expected):
    result = do_coins(amount)
    if expected == result:
        return True
    else:
        return False

def do_coins(amount):
    coins = [2.0, 1.0, 0.5, 0.2, 0.1, 0.05, 0.02, 0.01]
    result = []
    return recursive_do_coins(amount, coins, result)

def recursive_do_coins(amount, coins, result):
    if amount == 0 or len(coins) == 0:
        return result
    else:
        curr_coin = coins[0]
        while curr_coin <= amount:
            result.append(curr_coin)
            amount = float_diff(amount, curr_coin)
        coins.remove(curr_coin)
        return recursive_do_coins(amount, coins, result)


def float_diff(f1, f2):
    return round(f1 - f2, 2)
    
print(test_do_coins(5.00, [2.0, 2.0, 1.0]))
print(test_do_coins(2.76, [2.0, 0.5, 0.2, 0.05, 0.01]))
print(test_do_coins(0.00, []))",2020-01-05T14:44:30+00:00
comp-think/2019-2020,"Lecture ""Organising information: graphs"", exercise 2",morinigiu,"<img width=""763"" alt=""Schermata 2019-12-09 alle 14 23 54"" src=""https://user-images.githubusercontent.com/56439205/70439111-8dceb080-1a8f-11ea-8221-17b3f2866efd.png"">
",2019-12-09T13:24:22+00:00
comp-think/2019-2020,"Lecture ""Organising information: graphs"", exercise 2",giuliamanganelli,"![Screen Shot 2019-12-09 at 14 01 07](https://user-images.githubusercontent.com/57599228/70439443-53b1de80-1a90-11ea-9a71-dc7a6d3e541d.png)
",2019-12-09T13:29:39+00:00
comp-think/2019-2020,"Lecture ""Organising information: graphs"", exercise 2",arcangelo7,"```python
from networkx import MultiDiGraph, draw
import matplotlib.pyplot as plt

movies_characters_graph = MultiDiGraph()

# Actors
movies_characters_graph.add_node(""Brad Pitt"")
movies_characters_graph.add_node(""Eva Green"")
movies_characters_graph.add_node(""George Clooney"")
movies_characters_graph.add_node(""Catherine Zeta-Jones"")
movies_characters_graph.add_node(""Johnny Depp"")
movies_characters_graph.add_node(""Helena Bonham Carter"")

# Cast of Ocean's Twelve
movies_characters_graph.add_edge(""Brad Pitt"", ""Ocean's Twelve"")
movies_characters_graph.add_edge(""Catherine Zeta-Jones"", ""Ocean's Twelve"")
movies_characters_graph.add_edge(""George Clooney"", ""Ocean's Twelve"")

# Cast of Fight Club
movies_characters_graph.add_edge(""Brad Pitt"", ""Fight Club"")
movies_characters_graph.add_edge(""Helena Bonham Carter"", ""Fight Club"")

# Cast of Dark Shadows
movies_characters_graph.add_edge(""Johnny Depp"", ""Dark Shadows"")
movies_characters_graph.add_edge(""Helena Bonham Carter"", ""Dark Shadows"")
movies_characters_graph.add_edge(""Eva Green"", ""Dark Shadows"")


print(movies_characters_graph.nodes())
# ['Brad Pitt', 'Eva Green', 'George Clooney', 'Catherine Zeta-Jones', 'Johnny Depp', 'Helena Bonham Carter', ""Ocean's Twelve"", 'Fight Club', 'Dark Shadows']

print(movies_characters_graph.edges())
# [('Brad Pitt', ""Ocean's Twelve""), ('Brad Pitt', 'Fight Club'), ('George Clooney', ""Ocean's Twelve""), ('Catherine Zeta-Jones', ""Ocean's Twelve""), 
# ('Johnny Depp', 'Dark Shadows'), ('Helena Bonham Carter', 'Fight Club'), ('Helena Bonham Carter', 'Dark Shadows')]

draw(movies_characters_graph, with_labels = True)
plt.savefig(""filename.png"")
```

![filename](https://user-images.githubusercontent.com/42008604/70724571-21f08000-1cfb-11ea-9dfd-3d3abcc82006.png)


",2019-12-09T19:03:05+00:00
comp-think/2019-2020,"Lecture ""Organising information: graphs"", exercise 2",FrancescoFernicola,"```
from networkx import MultiDiGraph

movies_graph = MultiDiGraph()

movies_graph.add_node(""Brad Pitt"")
movies_graph.add_node(""Eva Green"")
movies_graph.add_node(""George Clooney"")
movies_graph.add_node(""Catherine Zeta-Jones"")
movies_graph.add_node(""Johnny Depp"")
movies_graph.add_node(""Helena Bonham Carter"")
movies_graph.add_node(""Ocean's Twelve"")
movies_graph.add_node(""Fight Club"")
movies_graph.add_node(""Dark Shadows"")

movies_graph.add_edge(""Brad Pitt"", ""Fight Club"")
movies_graph.add_edge(""Brad Pitt"", ""Ocean's Twelve"")
movies_graph.add_edge(""Eva Green"", ""Dark Shadows"")
movies_graph.add_edge(""George Clooney"", ""Ocean's Twelve"")
movies_graph.add_edge(""Catherine Zeta-Jones"", ""Ocean's Twelve"")
movies_graph.add_edge(""Johnny Depp"", ""Dark Shadows"")
movies_graph.add_edge(""Helena Bonham Carter"", ""Fight Club"")
movies_graph.add_edge(""Helena Bonham Carter"", ""Dark Shadows"")

print(movies_graph.nodes())
#['Brad Pitt', 'Eva Green', 'George Clooney', 'Catherine Zeta-Jones', 'Johnny Depp', 'Helena Bonham Carter', ""Ocean's Twelve"", 'Fight Club', 'Dark Shadows']

print(movies_graph.edges())
#[('Brad Pitt', 'Fight Club'), ('Brad Pitt', ""Ocean's Twelve""), ('Eva Green', 'Dark Shadows'), ('George Clooney', ""Ocean's Twelve""), ('Catherine Zeta-Jones', ""Ocean's Twelve""), ('Johnny Depp', 'Dark Shadows'), ('Helena Bonham Carter', 'Fight Club'), ('Helena Bonham Carter', 'Dark Shadows')]
```",2019-12-10T22:41:58+00:00
comp-think/2019-2020,"Lecture ""Organising information: graphs"", exercise 2",marcograsso,"Used matplotlib as suggested by @arcangelo7 in order to visualize the graph. ![graphex2](https://user-images.githubusercontent.com/56439271/70706885-23a84c80-1cd7-11ea-8822-802614c1e887.png)
",2019-12-12T11:04:36+00:00
comp-think/2019-2020,"Lecture ""Organising information: graphs"", exercise 1",morinigiu,"<img width=""793"" alt=""Schermata 2019-12-09 alle 14 22 40"" src=""https://user-images.githubusercontent.com/56439205/70439036-6677e380-1a8f-11ea-8de0-594e1565cd43.png"">
",2019-12-09T13:23:07+00:00
comp-think/2019-2020,"Lecture ""Organising information: graphs"", exercise 1",giuliamanganelli,"![Screen Shot 2019-12-09 at 14 20 12](https://user-images.githubusercontent.com/57599228/70439386-30872f00-1a90-11ea-8fb8-91afda763501.png)
",2019-12-09T13:28:44+00:00
comp-think/2019-2020,"Lecture ""Organising information: graphs"", exercise 1",arcangelo7,"I looked for a quick and easy way to represent the graph and see if it was correct. I found this: https://www.geeksforgeeks.org/python-visualize-graphs-generated-in-networkx-using-matplotlib/.
However, I didn't understand how to add attributes to the image.

I also noticed that if you create a connection between two nodes without having created the nodes first, they are created automatically, thus saving you many steps. Is this approach correct @essepuntato?

```python
import networkx as nx
import matplotlib.pyplot as plt

tim_berners_lee_network = nx.MultiGraph()

tim_berners_lee_network.add_edge(""Tim Berners Lee"", ""Tom Heath"", weight=18)
tim_berners_lee_network.add_edge(""Tim Berners Lee"", ""Christian Bizer"", weight=18)
tim_berners_lee_network.add_edge(""Tim Berners Lee"", ""Sören Auer"", weight=10)
tim_berners_lee_network.add_edge(""Tim Berners Lee"", ""Lalana Kagal"", weight=9)
tim_berners_lee_network.add_edge(""Tim Berners Lee"", ""Daniel J. Weitzner"", weight=8)

print(tim_berners_lee_network.nodes())
# ['Tim Berners Lee', 'Tom Heath', 'Christian Bizer', 'Sören Auer', 'Lalana Kagal', 'Daniel J. Weitzner']

print(tim_berners_lee_network.edges(data=True))
# [('Tim Berners Lee', 'Tom Heath', {'weight': 18}), ('Tim Berners Lee', 'Christian Bizer', {'weight': 18}), ('Tim Berners Lee', 'Sören Auer', {'weight': 10}), ('Tim Berners Lee', 'Lalana Kagal', {'weight': 9}), ('Tim Berners Lee', 'Daniel J. Weitzner', {'weight': 8})]

nx.draw(tim_berners_lee_network, with_labels = True)
plt.savefig(""filename.png"")
```

![filename](https://user-images.githubusercontent.com/42008604/70461908-0cd8de80-1aba-11ea-8af8-cce567a05776.png)",2019-12-09T18:08:58+00:00
