repo_name,issue_title,comment_user,comment_text,comment_datetime
comp-think/2024-2025,"Lecture ""Greedy algorithms"", exercise 1",epistrephein,"```python
def compute_change(total, payed):
    coins = [2, 1, 0.50, 0.20, 0.10, 0.05, 0.02, 0.01]
    change = payed - total

    change_coins = []
    for coin in coins:
        while change >= coin:
            change_coins.append(coin)
            change = change - coin

    return change_coins

def test_compute_change(total, payed, expected):
    result = compute_change(total, payed)
    if expected == result:
        return True
    else:
        return False

print(test_compute_change(2.63, 5,  [2, 0.2, 0.1, 0.05, 0.02]))             # True
print(test_compute_change(4.55, 5,  [0.2, 0.2, 0.05]))                      # True
print(test_compute_change(4.51, 10, [2, 2, 1, 0.2, 0.2, 0.05, 0.02, 0.02])) # True
```",2024-12-16T10:13:37+00:00
comp-think/2024-2025,"Lecture ""Greedy algorithms"", exercise 1",ValkyrieCain9,"```
def get_change_coins(amount_to_pay, amount_recieved):
    coin_values = [2, 1, 0.50, 0.20, 0.1, 0.05, 0.02, 0.01]
    if amount_to_pay == amount_recieved:
        return f""Exact amount, no change""
    else:
        change = round((amount_recieved - amount_to_pay),2)
        change_in_coins = {}
        for coin in coin_values:
            if coin <= change:
                change_in_coins[coin] = 0
                while coin <= change:
                    change = round(change-coin, 2)
                    change_in_coins[coin]+=1
            if change == 0:
                break

        return change_in_coins

def test_get_change_coins(amount_to_pay, amount_recieved, expected):
    if get_change_coins(amount_to_pay, amount_recieved) == expected:
        return True
    else:
        return False


print(test_get_change_coins(10.80,20,{2:4, 1:1, 0.2:1})) #True
print(test_get_change_coins(5,5,""Exact amount, no change"")) #True
print(test_get_change_coins(4.70, 6, {1:1, 0.2:1, 0.1:1})) #True
print(test_get_change_coins(4.51, 10, {2:2, 1:1, 0.2:2, 0.05:1, 0.02:2})) #True
```",2024-12-21T10:16:09+00:00
comp-think/2024-2025,"Lecture ""Organising information: graphs"", exercise 2",maridematteis,"<img width=""655"" alt=""Screenshot 2024-12-13 alle 21 09 03"" src=""https://github.com/user-attachments/assets/f2bccebb-2914-48b5-bd8f-308ccba57f18"" />
",2024-12-13T20:27:40+00:00
comp-think/2024-2025,"Lecture ""Organising information: graphs"", exercise 2",lisitein,"```
from networkx import DiGraph
cass = DiGraph()

cass.add_node(""Ocean's Twelve"")
cass.add_node(""Fight Club"")
cass.add_node(""Dark Shadows"")

cass.add_node(""Brad Pitt"")
cass.add_node(""Eva Green"")
cass.add_node(""George Clooney"")
cass.add_node(""Catherine Zeta-Jones"")
cass.add_node(""Johnny Depp"")
cass.add_node(""Helena Bonham Carter"")

cass.add_edge(""Brad Pitt"", ""Ocean's Twelve"")
cass.add_edge(""Brad Pitt"", ""Fight Club"")
cass.add_edge(""Eva Green"", ""Dark Shadows"")
cass.add_edge(""George Clooney"", ""Ocean's Twelve"")
cass.add_edge(""Catherine Zeta-Jones"", ""Ocean's Twelve"")
cass.add_edge(""Johnny Depp"", ""Dark Shadows"")
cass.add_edge(""Helena Bonham Carter"", ""Fight Club"")
cass.add_edge(""Helena Bonham Carter"", ""Dark Shadows"")

print(cass.edges(data = True))
```

```
[('Brad Pitt', ""Ocean's Twelve"", {}), ('Brad Pitt', 'Fight Club', {}), ('Eva Green', 'Dark Shadows', {}), ('George Clooney', ""Ocean's Twelve"", {}), ('Catherine Zeta-Jones', ""Ocean's Twelve"", {}), ('Johnny Depp', 'Dark Shadows', {}), ('Helena Bonham Carter', 'Fight Club', {}), ('Helena Bonham Carter', 'Dark Shadows', {})]
```",2024-12-13T23:20:56+00:00
comp-think/2024-2025,"Lecture ""Organising information: graphs"", exercise 2",arinee01,"<img width=""876"" alt=""Снимок экрана 2024-12-14 в 14 49 37"" src=""https://github.com/user-attachments/assets/80ef8ebb-b0a1-4aa0-9a26-933b91cd917a"" />
",2024-12-14T13:50:05+00:00
comp-think/2024-2025,"Lecture ""Organising information: graphs"", exercise 2",KikaYang,"```
from networkx import DiGraph
dg = DiGraph()

edges_dict = {
    ""Brad Pitt"": [""Fight Club"", ""Ocean's Twelve""],
    ""George Clooney"": [""Ocean's Twelve""],
    ""Catherine Zeta-Jones"": [""Ocean's Twelve""],
    ""Eva Green"": [""Dark Shadows""],
    ""Johnny Depp"": [""Dark Shadows""],
    ""Helena Bonham Carter"": [""Dark Shadows""]
}

for actor, movies in edges_dict.items():
    dg.add_edges_from((actor, movie) for movie in movies)
```",2024-12-15T15:43:24+00:00
comp-think/2024-2025,"Lecture ""Organising information: graphs"", exercise 2",shiho1000,"```python
from networkx import MultiDiGraph

actor_movie = MultiDiGraph()
actor_movie_list = [""Brad Pitt"", ""Eva Green"", ""George Clooney"", ""Catherine Zeta-Jones"", ""Johnny Depp"", ""Helena Bonham Carter"" ""Ocean's Twelve"", ""Fight Club"", ""Darkshadows""]

for index, item in enumerate(actor_movie_list):
    actor_movie.add_node(index+1, name=item)

actor_movie.add_edges_from([(1,7),(1,8),(2,9),(3,7),(4,7),(5,9),(6,8),(6,9)])
``` ",2024-12-15T17:45:48+00:00
comp-think/2024-2025,"Lecture ""Organising information: graphs"", exercise 2",theair-hub,"![image](https://github.com/user-attachments/assets/e6d535c7-4198-4f83-a5cf-b356a3f59e90)
",2024-12-15T18:35:32+00:00
comp-think/2024-2025,"Lecture ""Organising information: graphs"", exercise 1",lisitein,"```
from networkx import Graph
co_authors = Graph()

co_authors.add_node(""Tim Berners-Lee"")
co_authors.add_node(""Tom_Heath"")
co_authors.add_node(""Christian_Bizer"")
co_authors.add_node(""Sören_Auer"")
co_authors.add_node(""Michael_Hausenblas"")
co_authors.add_node(""Kingsley_Idehen"")

co_authors.add_edge(""Tim Berners-Lee"", ""Tom_Heath"", weight=19)
co_authors.add_edge(""Tim Berners-Lee"", ""Christian_Bizer"", weight=19)
co_authors.add_edge(""Tim Berners-Lee"", ""Sören_Auer"", weight=8)
co_authors.add_edge(""Tim Berners-Lee"", ""Michael_Hausenblas"", weight=5)
co_authors.add_edge(""Tim Berners-Lee"", ""Kingsley_Idehen"", weight=4)
```",2024-12-13T22:55:40+00:00
comp-think/2024-2025,"Lecture ""Organising information: graphs"", exercise 1",maridematteis,"<img width=""655"" alt=""Screenshot 2024-12-13 alle 21 06 44"" src=""https://github.com/user-attachments/assets/87ac13f8-8f2f-4bb3-b894-16e4fa5c83b4"" />
",2024-12-14T10:13:23+00:00
comp-think/2024-2025,"Lecture ""Organising information: graphs"", exercise 1",arinee01,"<img width=""831"" alt=""Снимок экрана 2024-12-14 в 14 45 57"" src=""https://github.com/user-attachments/assets/868fe016-142b-493f-802a-756c2b8130c3"" />
",2024-12-14T13:46:21+00:00
comp-think/2024-2025,"Lecture ""Organising information: graphs"", exercise 1",theair-hub,"![image](https://github.com/user-attachments/assets/f6b28f1c-0b7a-4533-8120-042f5f29b256)
",2024-12-14T19:55:45+00:00
comp-think/2024-2025,"Lecture ""Organising information: graphs"", exercise 1",KikaYang,"```
from networkx import Graph
g = Graph()

g.add_node('A', label = 'Tim Berners-Lee')
g.add_node('B', label = 'Tom Heath', articles = 19)
g.add_node('C', label = 'Christian Bizer', articles = 19)
g.add_node('D', label = 'James A. Hendler', articles = 10)
g.add_node('E', label = 'Sören Auer', articles = 10)
g.add_node('F', label = 'Nigel Shadbolt', articles = 9)

g.add_edge('A', 'B', weight = 19)
g.add_edge('A', 'C', weight = 19)
g.add_edge('A', 'D', weight = 10)
g.add_edge('A', 'E', weight = 10)
g.add_edge('A', 'F', weight = 9)
```",2024-12-15T15:42:37+00:00
comp-think/2024-2025,"Lecture ""Organising information: trees"", exercise 2",ValkyrieCain9,"At the moment I do not have my laptop with me so I cannot copy the code of my function here, although I was able to implement it. Instead I will use natural language to explain the logic I used for this exercise for anyone who wants to try implement it:

- I started by creating an empty list `node_list` which will be the output list and appended the name of `root_node`
- next i created a list of all the `root_node` descendants using `descendants=list(root_node.descendants)`. I converted to a list here because this will be used for the loop and needs to be mutable.
- Using a while loop, i iterated over the list, taking the first item,`node` appending it’s name to `node_list`
- I then use a for loop to iterate over the other items in the descendants list: 
`for sib_node in descendants`
- I check if `node` has siblings 
`if node in sib_node.siblings`
and if it does i append their names to `node_list`
- Then I check if the `node` has “cousins”, as they would also be on the same “level” as the siblings. In this case cousins are nodes with different parents but whose parents are siblings (like in real life). 
`elif node.parent in sib_node.parent.sibling`
If the item has cousins their names are also appended to `node_list`.
- Each time an item is appended to `node_list` it is removed from the descendants list I created and so the while loop runs until the descendants list is empty.
- At the end the function returns `node_list`

I used this particular implementation to have the nodes in the output list in the order described by the professor in the first question which takes all the nodes on each level. Simply using `root_node.descendants` on its own will return a list of nodes ordered along each of the branches.

I started with this question as it was easier for me to think about the implementation without recursion. I plan to adapt this idea later for the first question.

I hope this helps anyone who is trying to do the exercise. I will upload my code to compare with this once I have my computer back. 
",2024-12-10T16:14:57+00:00
comp-think/2024-2025,"Lecture ""Organising information: trees"", exercise 2",danielecamagnadhdk,"```
def breadth_first_visit_iterative(root_node):   
    result=list()
    result.append(root_node)
    for elem in result:
        for node in elem.children:
            result.append(node)
    return result
```
This is my code, it gives the correct output.",2024-12-10T22:52:01+00:00
comp-think/2024-2025,"Lecture ""Organising information: trees"", exercise 2",ValkyrieCain9,"Here is my the code for the algorithm I described in my previous comment:

```
def breadth_first_visit(root_node):
    node_list = []
    node_list.append(root_node.name)
    #save the tuple of descendants as a list which can be changed in the loop
    desc_nodes = list(root_node.descendants)
    while len(desc_nodes) > 0:
        #take the first item in the descendants list and add it to the output list
        node = desc_nodes.pop(0)
        node_list.append(node.name)
        #look for the siblings of the item and poping them and adding them to the output list
        for sib_node in desc_nodes:
            if node.parent == sib_node.parent:
                node_list.append(sib_node.name)
                desc_nodes.pop(desc_nodes.index(sib_node))
            #checking for cousins (nodes whose parents are siblings)
            elif node.parent in sib_node.parent.siblings:
                node_list.append(sib_node.name)
                desc_nodes.pop(desc_nodes.index(sib_node))
        
    return node_list
```",2024-12-12T15:01:49+00:00
comp-think/2024-2025,"Lecture ""Organising information: trees"", exercise 2",arinee01,"def breadth_first_visit_iterative(root_node):
    result = []
    queue = [root_node]
    while queue:
        current_node = queue.pop(0)
        result.append(current_node)
        queue.extend(current_node.children)
    return result
",2024-12-13T14:32:23+00:00
comp-think/2024-2025,"Lecture ""Organising information: trees"", exercise 1",arinee01,"<img width=""679"" alt=""Снимок экрана 2024-12-13 в 14 53 39"" src=""https://github.com/user-attachments/assets/9f294305-fa44-49de-ac63-f3a820f44192"" />
",2024-12-13T13:54:07+00:00
