repo_name,issue_title,comment_user,comment_text,comment_datetime
comp-think/2018-2019,"Lecture ""Greedy algorithms"", exercise 1",hizclick,"here is what this code does:
it takes all coins as  sorted input list, so the maximum coin is at index 0. Then it checks if the amount is included in the first index value  if not it will pop it out from the  list. If it is included then that coin will be inserted to the result list. 
```
def test_change(amount,coins,expected):
    if expected == change(amount,coins):
        return True
    else:
        return False
def change(amount, coins, result=list()):
    if amount== 0:
        return result
    else:
        if len(coins)>0:
            maximum_coin = coins[0]
            if amount>= maximum_coin:
                result.append(maximum_coin)
                amount= round(amount- maximum_coin, 2)
                return change(amount,coins)
            else:
                if result:
                    coins.pop(0)
                    return change(amount,coins)
    return result
print(test_change(6.44,[2,1,0.5,0.2,0.1,0.05,0.02,0.01],[2,2,2,0.2,0.2,0.02,0.02]))

```",2018-12-20T17:12:22+00:00
comp-think/2018-2019,"Lecture ""Greedy algorithms"", exercise 1",essepuntato,"Hi all,

I'm posting here my take on the exercise - you can find the source of this [online](https://comp-think.github.io/2018-2019/python/return_change.py) as usual.

```
# Test case for the algorithm
def test_return_change(amount, expected):
    result = return_change(amount)
    if expected == result:
        return True
    else:
        return False


# Code of the algorithm
def return_change(amount):
    result = {}
    coins = [2.0, 1.0, 0.5, 0.2, 0.1, 0.05, 0.02, 0.01]

    for coin in coins:
        while float_diff(amount, coin) >= 0:
            amount = float_diff(amount, coin)

            if coin not in result:
                result[coin] = 0
            result[coin] = result[coin] + 1

    return result


def float_diff(f1, f2):
    return round(f1 - f2, 2)


change = 2.76
print(test_return_change(5.00, {2.0: 2, 1.0: 1}))
print(test_return_change(2.76, {2.0: 1, 0.5: 1, 0.2:1, 0.05:1, 0.01: 1}))
```

Note that I've used an ancillay function I've developed called `float_diff`, so as to address one [well-known issue](https://docs.python.org/3/tutorial/floatingpoint.html) of Python with floating numbers.",2018-12-22T09:27:04+00:00
comp-think/2018-2019,"Lecture ""Backtracking algorithms"", exercise 1",delfimpandiani,"I am not quite sure if my solution solves the efficiency problem in the way the prompt asks, but it does bring efficiency to the algorithm. I tried to implement various ideas but only ended up with one working one. 

First, I thought it might be nice to apply dynamic programming, by creating a ""bad moves"" list or dictionary that would be appended every time a leaf-lose case was encountered, and which would be checked every time a new move was to be executed. But then I realized that this was unhelpful, as the same exact move (with the board in the same exact state) would not be executed more than once in one specific run of the game. 

So then I developed a different idea, based on the previous tree exercises, and specifically on the recursive breadth_first_visit. Basically, with the execution as it is provided by Silvio, the algorithm is a depth_first_visit (i.e., enters each branch deeply until its last descendant with no children -- a leaf-lose case --is found, and then backtracks one generation, and so on successively). This means that the algorithm has to spend a lot of resources not only by going deeply into each branch, but also by only checking one descendant per generation (to see if it is a leaf-win). The point is that the leaf-win case might be in a higher up in a generation of the tree already created, but that simply has not been checked yet. So, my idea is to do a breadth-first visit through all siblings of each of the built generations, so as to not waste time going too deeply before checking if the leaf-win already exists in the tree. 

For this, I only edited the solve() code (and recycled the recursive breadth_visit_first algorithm from last exercise):

```
def solve(pegs, holes, last_move=Node(""start"")):

    result = None
    breadth_search = breadth_first_visit(last_move)
    for move in breadth_search:
        if len(pegs) == 1 and (3, 2) in pegs:  # leaf-win base case
            result = move
        else:
            move.children = valid_moves(pegs, holes)
            if len(move.children) == 0:  # leaf-lose base case
                undo_move(move, pegs, holes)  # backtracking
            else:  # recursive step
                possible_moves = deque(move.children)
                while result is None and len(possible_moves) > 0:
                    current_move = possible_moves.pop()
                    apply_move(current_move, pegs, holes)
                    result = solve(pegs, holes, current_move)
                if result is None:
                    undo_move(move, pegs, holes)  # backtracking
        return result


def breadth_first_visit(input, queue=[]):
    if queue:
        queue.remove(queue[0])
    breadth_result = [input]
    queue.extend(input.children)
    if queue:
        breadth_result.extend(breadth_first_visit(queue[0]))
    return breadth_result
```

What this means is that, while the tree is being created in a recursive depth_first way, the checking for the leaf_win case is done recursively in a breadth_first way. This, in turn, means that no time is wasted in building each branch depth all the way to the leaf if a leaf-win case is already present in the tree.

",2018-12-15T12:39:51+00:00
comp-think/2018-2019,"Lecture ""Backtracking algorithms"", exercise 1",hizclick,"Here I have proposed a solution, by applying dynamic programming concept. First, I create a list and put all unsuccessful moves in it. So, before searching for the possible moves from the current position the algorithm checks if the last move was successful or not. If it is already in the list it will call undo_move() function if not it will check possible moves from the current position. 

```
def solve(pegs, holes, last_move=Node(""start""), unsuccessful_move=list()):
	result = None
	if len(pegs) == 1 and (3, 2) in pegs:  # leaf-win base case
		result = last_move
	else:
		last_move.children = valid_moves(pegs, holes)
		if last_move.children not in unsuccessful_move:
			if len(last_move.children) == 0:  # leaf-lose base case
				unsuccessful_move.append(last_move)
				undo_move(last_move, pegs, holes)  # backtracking
			else:  # recursive step
				possible_moves = deque(last_move.children)

				while result is None and len(possible_moves) > 0:
					current_move = possible_moves.pop()
					apply_move(current_move, pegs, holes)
					result = solve(pegs, holes, current_move, unsuccessful_move)

				if result is None:
					unsuccessful_move.append(last_move.children)
					undo_move(last_move, pegs, holes)  # backtracking'
		else:
			undo_move(last_move, pegs, holes)
		
	return result

```
",2018-12-16T00:12:19+00:00
comp-think/2018-2019,"Lecture ""Backtracking algorithms"", exercise 1",essepuntato,"Hi all,

I'm posting here my take on the exercise - you can find the source of this [online](https://comp-think.github.io/2018-2019/python/peg_solitaire_dp.py) as usual. I've reused all the code of the implementation proposed in the lecture notes, except the function `solve` which has been appropriately extended.

```
from peg_solitaire import create_6x6_square_board, valid_moves, apply_move, undo_move, test_solve


# Code of the algorithm
def solve(pegs, holes, last_move=Node(""start""), no_win=list()):
    result = None

    if pegs not in no_win:
        no_win.append(set(pegs))

        if len(pegs) == 1 and (3, 2) in pegs:  # leaf-win base case
            result = last_move
        else:
            last_move.children = valid_moves(pegs, holes)

            if len(last_move.children) == 0:  # leaf-lose base case
                undo_move(last_move, pegs, holes)  # backtracking
            else:  # recursive step
                possible_moves = deque(last_move.children)

                while result is None and len(possible_moves) > 0:
                    current_move = possible_moves.pop()
                    apply_move(current_move, pegs, holes)
                    result = solve(pegs, holes, current_move, no_win)

                if result is None:
                    undo_move(last_move, pegs, holes)  # backtracking
    else:
        undo_move(last_move, pegs, holes)  # backtracking

    return result


pegs, holes = create_6x6_square_board()
print(test_solve(pegs, holes, (3, 2)))
```

A comment on @delfimpandiani take:

> the same exact move (with the board in the same exact state) would not be executed more than once in one specific run of the game.

It is true that a particular node in the tree of moves will be reached just once. However, each node is actually identified by the sequence of moves that bring to a particular board configuration, and not by the board configuration itself. In fact, it is possible to reach the same board configuration from different branches of the tree of moves. Thus, that ""no win"" list should not record the *bad moves*, but rather the *bad configurations* of the board, that you are sure have no solution. In this way, a depth-first visit of the tree of moves still works quite well, since the dynamic programming check is done on the board configurations (which are reacheable by different branches) and not on the chain of moves (which are unique, indeed).",2018-12-22T09:20:22+00:00
comp-think/2018-2019,"Lecture ""Organising information: graphs"", exercise 2",SeverinJB,"```
from networkx import MultiDiGraph

movie_graph = MultiDiGraph()

# Actors
movie_graph.add_node(""Brad Pitt"")
movie_graph.add_node(""Eva Green"")
movie_graph.add_node(""George Clooney"")
movie_graph.add_node(""Catherine Zeta-Jones"")
movie_graph.add_node(""Johnny Depp"")
movie_graph.add_node(""Helena Bonham Carter"")

# Movies
movie_graph.add_node(""Ocean's Twelve"")
movie_graph.add_node(""Fight Club"")
movie_graph.add_node(""Dark Shadows"")

# Cast Ocean's Twelve
movie_graph.add_edge(""Brad Pitt"", ""Ocean's Twelve"")
movie_graph.add_edge(""Catherine Zeta-Jones"", ""Ocean's Twelve"")
movie_graph.add_edge(""George Clooney"", ""Ocean's Twelve"")

# Cast Fight Club
movie_graph.add_edge(""Brad Pitt"", ""Fight Club"")
movie_graph.add_edge(""Helena Bonham Carter"", ""Fight Club"")

# Cast Dark Shadows
movie_graph.add_edge(""Johnny Depp"", ""Dark Shadows"")
movie_graph.add_edge(""Helena Bonham Carter"", ""Dark Shadows"")
movie_graph.add_edge(""Eva Green"", ""Dark Shadows"")

print(movie_graph.nodes())
print(movie_graph.edges())
```",2018-12-12T16:30:10+00:00
comp-think/2018-2019,"Lecture ""Organising information: graphs"", exercise 2",EleonoraPeruch,"```
# Ocean's Twelve
# George Clooney
# Brad Pitt
# Catherine Zeta-Jones

# Fight Club
# Brad Pitt
# Helena Bonham Carter

# Dark Shadows
# Johnny Depp
# Helena Bonham Carter
# Eva Green

from networkx import DiGraph

# create a new graph
actor_and_movie = DiGraph() # I use DiGraph since there is only one edge between each two nodes

# create nodes for actors
actor_and_movie.add_node(""Brad Pitt"")
actor_and_movie.add_node(""Eva Green"")
actor_and_movie.add_node(""George Clooney"")
actor_and_movie.add_node(""Catherine Zeta-Jones"")
actor_and_movie.add_node(""Johnny Depp"")
actor_and_movie.add_node(""Helena Bonham Carter"")

# create nodes for movies
actor_and_movie.add_node(""Ocean's Twelve"")
actor_and_movie.add_node(""Fight Club"")
actor_and_movie.add_node(""Dark Shadows"")

# create edges between each actor and the movies in which he acted
actor_and_movie.add_edge(""Brad Pitt"", ""Ocean's Twelve"")
actor_and_movie.add_edge(""Brad Pitt"", ""Fight Club"")
actor_and_movie.add_edge(""Eva Green"", ""Dark Shadows"")
actor_and_movie.add_edge(""George Clooney"", ""Ocean's Twelve"")
actor_and_movie.add_edge(""Catherine Zeta-Jones"",""Ocean's Twelve"")
actor_and_movie.add_edge(""Johnny Depp"", ""Dark Shadows"")
actor_and_movie.add_edge(""Helena Bonham Carter"", ""Fight Club"")
actor_and_movie.add_edge(""Helena Bonham Carter"", ""Dark Shadows"")

print(actor_and_movie.nodes())
print(actor_and_movie.edges())

['Brad Pitt', 'Eva Green', 'George Clooney', 'Catherine Zeta-Jones', 'Johnny Depp', 'Helena Bonham Carter', ""Ocean's Twelve"", 'Fight Club', 'Dark Shadows']
[('Brad Pitt', ""Ocean's Twelve""), ('Brad Pitt', 'Fight Club'), ('Eva Green', 'Dark Shadows'), ('George Clooney', ""Ocean's Twelve""), ('Catherine Zeta-Jones', ""Ocean's Twelve""), ('Johnny Depp', 'Dark Shadows'), ('Helena Bonham Carter', 'Fight Club'), ('Helena Bonham Carter', 'Dark Shadows')]

```",2018-12-12T18:36:56+00:00
comp-think/2018-2019,"Lecture ""Organising information: graphs"", exercise 2",andreamust,"```

from networkx import MultiDiGraph

my_cinema_graph = MultiDiGraph()

my_cinema_graph.add_node(1, name = ""Brad"", surname = ""Pitt"")
my_cinema_graph.add_node(2, name = ""Eva"", surname = ""Green"")
my_cinema_graph.add_node(3, name = ""George"", surname = ""Clooney"")
my_cinema_graph.add_node(4, name = ""Catherine"", surname = ""Zeta-Jones"")
my_cinema_graph.add_node(5, name = ""Johnny"", surname = ""Depp"")
my_cinema_graph.add_node(6, name = ""Helena"", surname = ""Bohnam Carter"")

my_cinema_graph.add_node('x', title = ""Ocean's Twelve"")
my_cinema_graph.add_node('y', title = ""Fight Club"")
my_cinema_graph.add_node('z', title = ""Dark Shadows"")


my_cinema_graph.add_edge(1, 'x')
my_cinema_graph.add_edge(1, 'y')
my_cinema_graph.add_edge(2, 'z')
my_cinema_graph.add_edge(3, 'x')
my_cinema_graph.add_edge(4, 'x')
my_cinema_graph.add_edge(5, 'z')
my_cinema_graph.add_edge(6, 'y')
my_cinema_graph.add_edge(6, 'z')

```
@essepuntato is there a way to print only the attributes without the node identifiers?
",2018-12-13T12:20:46+00:00
comp-think/2018-2019,"Lecture ""Organising information: graphs"", exercise 2",saraarmaroli,"from networkx import DiGraph
actor_movie = DiGraph()

#actors nodes
actor_movie.add_node(""Brad Pitt"")
actor_movie.add_node(""Eva Green"")
actor_movie.add_node(""George Clooney"")
actor_movie.add_node(""Catherine Zeta Jones"")
actor_movie.add_node(""Johnny Depp"")
actor_movie.add_node(""Helena Bonham Carter"")

#movies nodes
actor_movie.add_node(""Ocean's Twelve"")
actor_movie.add_node(""Fight Club"")
actor_movie.add_node(""Dark Shadows"")

#edges
actor_movie.add_edge(""Brad Pitt"", ""Ocean's Twelve"")
actor_movie.add_edge(""Brad Pitt"", ""Fight Club"")
actor_movie.add_edge(""Eva Green"", ""Dark Shadows"")
actor_movie.add_edge(""George Clooney"", ""Ocean's Twelve"")
actor_movie.add_edge(""Catherine Zeta Jones"", ""Ocean's Twelve"")
actor_movie.add_edge(""Johnny Depp"", ""Dark Shadows"")
actor_movie.add_edge(""Helena Bonham Carter"", ""Fight Club"")
actor_movie.add_edge(""Helena Bonham Carter"", ""Dark Shadow"")

print(actor_movie.nodes())
print(actor_movie.edges())
['Brad Pitt', 'Eva Green', 'George Clooney', 'Catherine Zeta Jones', 'Johnny Depp', 'Helena Bonham Carter', ""Ocean's Twelve"", 'Fight Club', 'Dark Shadows', 'Dark Shadow']
[('Brad Pitt', ""Ocean's Twelve""), ('Brad Pitt', 'Fight Club'), ('Eva Green', 'Dark Shadows'), ('George Clooney', ""Ocean's Twelve""), ('Catherine Zeta Jones', ""Ocean's Twelve""), ('Johnny Depp', 'Dark Shadows'), ('Helena Bonham Carter', 'Fight Club'), ('Helena Bonham Carter', 'Dark Shadow')]
",2018-12-13T15:01:12+00:00
comp-think/2018-2019,"Lecture ""Organising information: graphs"", exercise 2",MilenaCorbellini,"````
from networkx import MultiDiGraph
movies_graph= MultiDiGraph()
#Actors
movies_graph.add_node(""Brad Pit"")
movies_graph.add_node(""Eva Green"")
movies_graph.add_node(""George Clooney"")
movies_graph.add_node(""Chaterine Zeta-Jones"")
movies_graph.add_node(""Jonny Deep"")
movies_graph.add_node(""Helena Bonham Carter"")
#Movies
movies_graph.add_node(""Ocean's Twelve"")
movies_graph.add_node(""Fight Club"")
movies_graph.add_node(""Dark Shadows"")

movies_graph.add_edge(""Brad Pit"", ""Ocean's Twelve"", color = 'r')
movies_graph.add_edge(""George Clooney"", ""Ocean's Twelve"", color = 'r')
movies_graph.add_edge(""Chaterine Zeta-Jones"", ""Ocean's Twelve"", color = 'r')

movies_graph.add_edge(""Brad Pit"", ""Fight Club"", color = 'blue')
movies_graph.add_edge(""Helena Bonham Carter"", ""Fight Club"", color= 'blue')
````",2018-12-13T15:15:59+00:00
